# TUFS Basic Turkish Wordnet	tur	http://www.coelang.tufs.ac.jp/mt/tr/	CC BY 4.0
15210045-n	tur:lemma	Ocak
00059413-r	tur:pron	sık sık			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1916.mp3	
00035058-r	tur:lemma	sık sık
00035058-r	tur:exe	0	Burada sık sık kavga çıkar.
00035058-r	tur:count	sık sık	1
00035058-r	tur:pron	sık sık			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1916.mp3	
05687338-n	tur:lemma	sorun
05687338-n	tur:exe	0	Bir sorun mu var?
05687338-n	tur:count	sorun	1
05687338-n	tur:pron	sorun			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1621.mp3	
06784003-n	tur:lemma	sorun
06784003-n	tur:exe	0	Bir sorun mu var?
06784003-n	tur:count	sorun	1
06784003-n	tur:pron	sorun			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1621.mp3	
03281145-n	tur:lemma	asansör
03281145-n	tur:exe	0	Asansörü beklerken cep telefonum çaldı.
03281145-n	tur:count	asansör	1
03281145-n	tur:pron	asansör			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1634.mp3	
05320899-n	tur:lemma	kulak
05320899-n	tur:exe	0	Onun kulağında üç tane küpe vardı.
05320899-n	tur:pron	kulak			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1824.mp3	
00007846-n	tur:lemma	kimse
00007846-n	tur:exe	0	Burada kimse gördün mü?
00007846-n	tur:exe	1	Yeni pantalon giydim ama kimse fark etmedi.
00007846-n	tur:count	kimse	2
00007846-n	tur:pron	kimse			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1726.mp3	
03436182-n	tur:lemma	kasetçalar
03436182-n	tur:exe	0	Ayşe hala kasetçalar kullanıyor.
03436182-n	tur:count	kasetçalar	1
03436182-n	tur:pron	kasetçalar			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1571.mp3	
04284002-n	tur:lemma	kaşık
04284002-n	tur:exe	0	Pilavı ise kaşık ile bol bol koy.
04284002-n	tur:count	kaşık	1
04284002-n	tur:pron	kaşık			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1663.mp3	
13134947-n	tur:lemma	meyve
13134947-n	tur:exe	0	Türkiye'de meyveler ucuz.
13134947-n	tur:count	meyve	1
13134947-n	tur:pron	meyve			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1541.mp3	
11683989-n	tur:lemma	meyve
11683989-n	tur:exe	0	Türkiye'de meyveler ucuz.
11683989-n	tur:count	meyve	1
11683989-n	tur:pron	meyve			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1541.mp3	
02730813-v	tur:lemma	söyle-
02730813-v	tur:exe	0	Size bir şey söylemek istiyorum. 
02730813-v	tur:pron	söyle-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1921.mp3	
01009240-v	tur:lemma	söyle-
01009240-v	tur:exe	0	Size bir şey söylemek istiyorum. 
01009240-v	tur:pron	söyle-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1921.mp3	
00941990-v	tur:lemma	söyle-
00941990-v	tur:exe	0	Size bir şey söylemek istiyorum. 
00941990-v	tur:pron	söyle-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1921.mp3	
00979870-v	tur:lemma	söyle-
00979870-v	tur:exe	0	Size bir şey söylemek istiyorum. 
00979870-v	tur:pron	söyle-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1921.mp3	
09854218-n	tur:lemma	abla
09854218-n	tur:exe	0	O benim ablam.
09854218-n	tur:count	abla	1
09854218-n	tur:pron	abla			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1794.mp3	
09854218-n	tur:lemma	kız kardeş
09854218-n	tur:exe	0	İki kız kardeşim var.
09854218-n	tur:count	kız kardeş	1
09854218-n	tur:pron	kız kardeş			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1795.mp3	
04507155-n	tur:lemma	şemsiye
04507155-n	tur:exe	0	Akşam yağmur yağacakmış, yanına şemsiye al.
04507155-n	tur:count	şemsiye	1
04507155-n	tur:pron	şemsiye			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1810.mp3	
02229324-a	tur:lemma	kötü
02229324-a	tur:exe	0	Basketbolu çok kötü oynarım.
02229324-a	tur:count	kötü	1
02229324-a	tur:pron	kötü			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1764.mp3	
01870636-a	tur:lemma	kötü
01870636-a	tur:exe	0	Basketbolu çok kötü oynarım.
01870636-a	tur:count	kötü	1
01870636-a	tur:pron	kötü			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1764.mp3	
01128103-a	tur:lemma	kötü
01128103-a	tur:exe	0	Basketbolu çok kötü oynarım.
01128103-a	tur:count	kötü	1
01128103-a	tur:pron	kötü			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1764.mp3	
02229000-a	tur:lemma	kötü
02229000-a	tur:exe	0	Basketbolu çok kötü oynarım.
02229000-a	tur:count	kötü	1
02229000-a	tur:pron	kötü			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1764.mp3	
15270431-n	tur:lemma	zaman
15270431-n	tur:exe	0	Zamanınız varsa yardım eder misiniz?
15270431-n	tur:count	zaman	1
15270431-n	tur:pron	zaman			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1913.mp3	
15227846-n	tur:lemma	zaman
15227846-n	tur:exe	0	Zamanınız varsa yardım eder misiniz?
15227846-n	tur:count	zaman	1
15227846-n	tur:pron	zaman			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1913.mp3	
15269513-n	tur:lemma	zaman
15269513-n	tur:exe	0	Zamanınız varsa yardım eder misiniz?
15269513-n	tur:count	zaman	1
15269513-n	tur:pron	zaman			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1913.mp3	
00744916-a	tur:lemma	zor
00744916-a	tur:exe	0	Türkiye'de domuz eti bulmak çok zor.
00744916-a	tur:count	zor	1
00744916-a	tur:pron	zor			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1614.mp3	
04401088-n	tur:lemma	telefon
04401088-n	tur:exe	0	Telefon edip soralım.  
04401088-n	tur:exe	1	Asansörü beklerken cep telefonum çaldı.
04401088-n	tur:exe	2	Beni her zaman telefonla arayabilirsiniz.
04401088-n	tur:exe	3	Bütün gün senden telefon bekledim.
04401088-n	tur:count	telefon	4
04401088-n	tur:pron	telefon			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1521.mp3	
06272803-n	tur:lemma	telefon
06272803-n	tur:exe	0	Telefon edip soralım.  
06272803-n	tur:exe	1	Asansörü beklerken cep telefonum çaldı.
06272803-n	tur:exe	2	Beni her zaman telefonla arayabilirsiniz.
06272803-n	tur:exe	3	Bütün gün senden telefon bekledim.
06272803-n	tur:count	telefon	4
06272803-n	tur:pron	telefon			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1521.mp3	
02870092-n	tur:lemma	kitap
02870092-n	tur:exe	0	Çok kalın bir kitap okuyorsun.
02870092-n	tur:exe	1	Ben kitap okumayı çok severim.
02870092-n	tur:exe	2	Gönderdiğin kitapları aldım ve çok sevindim.
02870092-n	tur:exe	3	Kitapların eline geçmesine ben de çok sevindim.
02870092-n	tur:exe	4	Kaynak kitap da getirmem gerekir mi? 
02870092-n	tur:count	kitap	5
02870092-n	tur:pron	kitap			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1530.mp3	
06410904-n	tur:lemma	kitap
06410904-n	tur:exe	0	Çok kalın bir kitap okuyorsun.
06410904-n	tur:exe	1	Ben kitap okumayı çok severim.
06410904-n	tur:exe	2	Gönderdiğin kitapları aldım ve çok sevindim.
06410904-n	tur:exe	3	Kitapların eline geçmesine ben de çok sevindim.
06410904-n	tur:exe	4	Kaynak kitap da getirmem gerekir mi? 
06410904-n	tur:count	kitap	5
06410904-n	tur:pron	kitap			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1530.mp3	
09972010-n	tur:lemma	kuzen
09972010-n	tur:exe	0	Yarın kuzenimin düğününe gideceğim.
09972010-n	tur:count	kuzen	1
09972010-n	tur:pron	kuzen			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1784.mp3	
14974264-n	tur:lemma	kağıt
14974264-n	tur:exe	0	Bu kağıt çok inceymiş.
14974264-n	tur:count	kağıt	1
14974264-n	tur:pron	kağıt			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1984.mp3	
80000677-n	tur:lemma	kağıt
80000677-n	tur:exe	0	Bu kağıt çok inceymiş.
80000677-n	tur:count	kağıt	1
80000677-n	tur:pron	kağıt			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1984.mp3	
06255777-n	tur:lemma	kağıt
06255777-n	tur:exe	0	Bu kağıt çok inceymiş.
06255777-n	tur:count	kağıt	1
06255777-n	tur:pron	kağıt			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1984.mp3	
04960277-n	tur:lemma	siyah
04960277-n	tur:exe	0	'Kırmızı ve Siyah'I yazan kimdi?
04960277-n	tur:exe	1	Siyah.
04960277-n	tur:count	siyah	2
04960277-n	tur:pron	siyah			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1979.mp3	
02770717-v	tur:lemma	bulutlan-
02770717-v	tur:exe	0	Biraz güneş çıktı ama hemen bulutlandı.
02770717-v	tur:pron	bulutlan-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1945.mp3	
02529945-a	tur:lemma	serin
02529945-a	tur:exe	0	Yavaş yavaş serin oluyor.
02529945-a	tur:count	serin	1
02529945-a	tur:pron	serin			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1935.mp3	
02207206-v	tur:lemma	alışveriş yap-
02207206-v	tur:exe	0	Migros'ta alışveriş yapalım.
02207206-v	tur:pron	alışveriş yap-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1552.mp3	
02207206-v	tur:lemma	al-
02207206-v	tur:exe	0	Bakkaldan bir paket sigara aldım.
02207206-v	tur:pron	al-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1697.mp3	
02208265-v	tur:lemma	alışveriş yap-
02208265-v	tur:exe	0	Migros'ta alışveriş yapalım.
02208265-v	tur:pron	alışveriş yap-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1552.mp3	
02208265-v	tur:lemma	al-
02208265-v	tur:exe	0	Bakkaldan bir paket sigara aldım.
02208265-v	tur:pron	al-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1697.mp3	
00422620-a	tur:lemma	pis
00422620-a	tur:exe	0	Dokunma! O çok pis!
00422620-a	tur:count	pis	1
00422620-a	tur:pron	pis			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1769.mp3	
01908889-a	tur:lemma	pis
01908889-a	tur:exe	0	Dokunma! O çok pis!
01908889-a	tur:count	pis	1
01908889-a	tur:pron	pis			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1769.mp3	
00419289-a	tur:lemma	pis
00419289-a	tur:exe	0	Dokunma! O çok pis!
00419289-a	tur:count	pis	1
00419289-a	tur:pron	pis			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1769.mp3	
01345109-v	tur:lemma	kapat-
01345109-v	tur:exe	0	Kapıyı kapat.
01345109-v	tur:pron	kapat-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1638.mp3	
01960911-v	tur:lemma	yüz-
01960911-v	tur:exe	0	Yüzmeyi bilmiyorum.
01960911-v	tur:pron	yüz-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1499.mp3	
00933154-a	tur:lemma	pahalı
00933154-a	tur:exe	0	Oo, bayağı pahalıymış.
00933154-a	tur:exe	1	Raftaki mallar pahalı.                      
00933154-a	tur:exe	2	Uçakla gidersek daha pahalı olur.
00933154-a	tur:count	pahalı	3
00933154-a	tur:pron	pahalı			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1538.mp3	
04199027-n	tur:lemma	ayakkabı
04199027-n	tur:exe	0	Murat yeni ayakkabıyla okula geldi.
04199027-n	tur:count	ayakkabı	1
04199027-n	tur:pron	ayakkabı			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1699.mp3	
04330340-n	tur:lemma	soba
04330340-n	tur:exe	0	Bugün çok soğuktu, soba yaktım.
04330340-n	tur:count	soba	1
04330340-n	tur:pron	soba			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1843.mp3	
07823951-n	tur:lemma	köri
07823951-n	tur:exe	0	Hindistan'da çok çeşitli köri var.
07823951-n	tur:count	köri	1
07823951-n	tur:pron	köri			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1674.mp3	
05598147-n	tur:lemma	burun
05598147-n	tur:exe	0	Burnum tıkandı.
05598147-n	tur:pron	burun			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1822.mp3	
05658826-n	tur:lemma	burun
05658826-n	tur:exe	0	Burnum tıkandı.
05658826-n	tur:pron	burun			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1822.mp3	
06947032-n	tur:lemma	İngilizce
06947032-n	tur:exe	0	İngilizce ve Fransızca bildiğiniz yazıyor.
06947032-n	tur:exe	1	Ne derecede İngilizce biliyorsunuz?
06947032-n	tur:count	İngilizce	2
06947032-n	tur:pron	İngilizce			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1477.mp3	
07575726-n	tur:lemma	akşam yemeği
07575726-n	tur:exe	0	Akşam yemeği için masayı hazırlayalım.
07575726-n	tur:count	akşam yemeği	1
07575726-n	tur:pron	akşam yemeği			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1832.mp3	
07575726-n	tur:lemma	akşam yemeği
07575726-n	tur:exe	0	Akşam yemeği için masayı hazırlayalım.
07575726-n	tur:count	akşam yemeği	1
07575726-n	tur:pron	akşam yemeği			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1832.mp3	
03485794-n	tur:lemma	mendil
03485794-n	tur:exe	0	Mendil getirmeyi unuttum.
03485794-n	tur:count	mendil	1
03485794-n	tur:pron	mendil			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1808.mp3	
01198101-v	tur:lemma	içine çek-
01198101-v	tur:exe	0	Dumanı içine çekme!
01198101-v	tur:pron	içine çek-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1520.mp3	
01206474-a	tur:lemma	alçak
01206474-a	tur:exe	0	Alçak tavanlı bir oda.
01206474-a	tur:count	alçak	1
01206474-a	tur:pron	alçak			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1756.mp3	
13832355-n	tur:lemma	doğu
13832355-n	tur:exe	0	Binanın doğu tarafında hastane var.
13832355-n	tur:count	doğu	1
13832355-n	tur:pron	doğu			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1774.mp3	
11525955-n	tur:lemma	rüzgar
11525955-n	tur:exe	0	Rüzgar esiyor.
11525955-n	tur:count	rüzgar	1
11525955-n	tur:pron	rüzgar			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1942.mp3	
01437963-a	tur:lemma	uzun
01437963-a	tur:exe	0	Oldukça uzun bir yolculuk oldu, değil mi?
01437963-a	tur:exe	1	Seda'nın bacakları çok uzun.
01437963-a	tur:exe	2	Şebnem, görüşmeyeli çok uzun zaman oldu.
01437963-a	tur:exe	3	Evet, oldukça uzun zaman oldu.
01437963-a	tur:count	uzun	4
01437963-a	tur:pron	uzun			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1595.mp3	
01433493-a	tur:lemma	uzun
01433493-a	tur:exe	0	Oldukça uzun bir yolculuk oldu, değil mi?
01433493-a	tur:exe	1	Seda'nın bacakları çok uzun.
01433493-a	tur:exe	2	Şebnem, görüşmeyeli çok uzun zaman oldu.
01433493-a	tur:exe	3	Evet, oldukça uzun zaman oldu.
01433493-a	tur:count	uzun	4
01433493-a	tur:pron	uzun			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1595.mp3	
01444022-a	tur:lemma	uzun
01444022-a	tur:exe	0	Oldukça uzun bir yolculuk oldu, değil mi?
01444022-a	tur:exe	1	Seda'nın bacakları çok uzun.
01444022-a	tur:exe	2	Şebnem, görüşmeyeli çok uzun zaman oldu.
01444022-a	tur:exe	3	Evet, oldukça uzun zaman oldu.
01444022-a	tur:count	uzun	4
01444022-a	tur:pron	uzun			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1595.mp3	
80001077-n	tur:lemma	kaç
80001077-n	tur:exe	0	Kaç tane istiyorsun?
80001077-n	tur:exe	1	Bugün kaç derece?
80001077-n	tur:exe	2	İstanbul'da kaç tane Japon restoranı var?
80001077-n	tur:exe	3	Kaç kardeşiniz var?
80001077-n	tur:exe	4	Kaç lira acaba?
80001077-n	tur:exe	5	Kaç yaprak olsun?
80001077-n	tur:exe	6	Masaya kaç tane tabak lazım?
80001077-n	tur:exe	7	Postane kaça kadar açık?
80001077-n	tur:exe	8	Saat kaçta eve döneceksin?
80001077-n	tur:exe	9	Saat kaçta istasyonda olmalısın ?    
80001077-n	tur:exe	10	Sınıfında kaç erkek var?
80001077-n	tur:exe	11	Sizin bölümde kaç Japon öğretmen var?
80001077-n	tur:count	kaç	12
80001077-n	tur:pron	kaç			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1539.mp3	
80001077-n	tur:lemma	ne kadar
80001077-n	tur:exe	0	Boyu ne kadar?
80001077-n	tur:exe	1	Bu binanın yüksekliği ne kadar?
80001077-n	tur:exe	2	Japonya'ya geleli ne kadar oldu?
80001077-n	tur:exe	3	Ne kadar geç kalacaksın?
80001077-n	tur:count	ne kadar	4
80001077-n	tur:pron	ne kadar			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1540.mp3	
10665698-n	tur:lemma	öğrenci
10665698-n	tur:exe	0	Öğrenciler koridorda toplandılar.
10665698-n	tur:exe	1	Üçüncü sınıf öğrencisiyim.
10665698-n	tur:count	öğrenci	2
10665698-n	tur:pron	öğrenci			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1603.mp3	
10665698-n	tur:lemma	öğrenci
10665698-n	tur:exe	0	Okula yeni öğrenciler geldi．
10665698-n	tur:exe	1	Öğrenciler o kitabı okuyor.  
10665698-n	tur:exe	2	Sınıfta öğrenciler bekliyor.
10665698-n	tur:exe	3	Öğrenciler derste hiç uyumuyor.
10665698-n	tur:count	öğrenci	4
10665698-n	tur:pron	öğrenci			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1603.mp3	
10251779-n	tur:lemma	öğrenci
10251779-n	tur:exe	0	Öğrenciler koridorda toplandılar.
10251779-n	tur:exe	1	Üçüncü sınıf öğrencisiyim.
10251779-n	tur:count	öğrenci	2
10251779-n	tur:pron	öğrenci			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1603.mp3	
08615374-n	tur:lemma	park
08615374-n	tur:exe	0	Her sabah bu parka yaşlı bir adam gelirmiş.  
08615374-n	tur:exe	1	Parkta atla dolaşırız.
08615374-n	tur:exe	2	Burada park edilmez.
08615374-n	tur:count	park	3
08615374-n	tur:pron	park			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1717.mp3	
77000064-n	tur:lemma	hangi
77000064-n	tur:exe	0	Hangi dükkandan aldınız?
77000064-n	tur:exe	1	Baban hangi şirkette çalışıyor?
77000064-n	tur:exe	2	En çok hangi yemeği seviyorsun?
77000064-n	tur:exe	3	Et ve balık, hangisini daha çok seviyorsunuz?
77000064-n	tur:exe	4	Fransızcanız hangi seviyededir?
77000064-n	tur:exe	5	Hangi durakta ineceğiz?
77000064-n	tur:exe	6	Hangi ülkeye gitmek istiyorsunuz ?
77000064-n	tur:count	hangi	7
77000064-n	tur:pron	hangi			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1734.mp3	
03290771-n	tur:lemma	antre
03290771-n	tur:exe	0	Girişte duran portmantonun aynasına göz attı.
03290771-n	tur:pron	antre			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1721.mp3	
03290771-n	tur:lemma	giriş
03290771-n	tur:exe	0	Girişte mi para vereceğiz?
03290771-n	tur:exe	1	Girişte duran portmantonun aynasına göz attı.
03290771-n	tur:count	giriş	2
03290771-n	tur:pron	giriş			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1677.mp3	
06409752-n	tur:lemma	kompozisyon
06409752-n	tur:exe	0	Kompozisyon yazmam lazım.
06409752-n	tur:count	kompozisyon	1
06409752-n	tur:pron	kompozisyon			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1612.mp3	
10286084-n	tur:lemma	kardeş
10286084-n	tur:exe	0	Kaç kardeşiniz var?
10286084-n	tur:exe	1	İki kız kardeşim var.
10286084-n	tur:count	kardeş	2
10286084-n	tur:pron	kardeş			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1786.mp3	
09876454-n	tur:lemma	kardeş
09876454-n	tur:exe	0	Kaç kardeşiniz var?
09876454-n	tur:exe	1	İki kız kardeşim var.
09876454-n	tur:count	kardeş	2
09876454-n	tur:pron	kardeş			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1786.mp3	
80001731-n	tur:lemma	yabancı öğrenci
80001731-n	tur:exe	0	Japonya'da yabancı öğrenci olarak bir sene kaldım.
80001731-n	tur:count	yabancı öğrenci	1
80001731-n	tur:pron	yabancı öğrenci			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1606.mp3	
77000031-n	tur:lemma	o
77000031-n	tur:exe	0	Her gün Japonca gazete okuyor.
77000031-n	tur:exe	1	O belki buradan kalkmıştır.
77000031-n	tur:exe	2	O evvelki yıl, ilk defa Japonya'ya geldi.
77000031-n	tur:exe	3	O kendi deneyimini anlattı.
77000031-n	tur:exe	4	O gitmeden önce bir veda partisi vermeyi düşünüyoruz.
77000031-n	tur:exe	5	O her zaman sözünü tutar.
77000031-n	tur:count	o	10
77000031-n	tur:pron	o			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1722.mp3	
77000031-n	tur:lemma	onlar
77000031-n	tur:exe	0	Onlar nereye gittiler acaba?
77000031-n	tur:count	onlar	1
77000031-n	tur:pron	onlar			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1723.mp3	
00934199-a	tur:lemma	ucuz
00934199-a	tur:exe	0	Türkiye'de meyveler ucuz.
00934199-a	tur:exe	1	Daha ucuzu yok mu?
00934199-a	tur:exe	2	Olsun, ben ucuz olanını alayım.
00934199-a	tur:count	ucuz	3
00934199-a	tur:pron	ucuz			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1536.mp3	
00935103-a	tur:lemma	ucuz
00935103-a	tur:exe	0	Türkiye'de meyveler ucuz.
00935103-a	tur:exe	1	Daha ucuzu yok mu?
00935103-a	tur:exe	2	Olsun, ben ucuz olanını alayım.
00935103-a	tur:count	ucuz	3
00935103-a	tur:pron	ucuz			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1536.mp3	
02747802-n	tur:lemma	kül tablası
02747802-n	tur:exe	0	Oradaki kül tablasını alır mısın?
02747802-n	tur:count	kül tablası	1
02747802-n	tur:pron	kül tablası			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1919.mp3	
15213115-n	tur:lemma	Ekim
15213115-n	tur:exe	0	Ekim'in hangi gününde toplantı var?
15213115-n	tur:count	Ekim	1
15213115-n	tur:pron	Ekim			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1870.mp3	
15203791-n	tur:lemma	yıl
15203791-n	tur:exe	0	Geçen yıl hiç Türkiye'ye gidemedim.
15203791-n	tur:exe	1	Gelecek yıl değil, bir sonraki yıl gitmeyi düşünüyorum. 
15203791-n	tur:exe	2	Bu yıl hiç kar yağmadı.
15203791-n	tur:exe	3	O evvelki yıl, ilk defa Japonya'ya geldi.
15203791-n	tur:exe	4	Bu toplantı her yıl yapılıyor mu?
15203791-n	tur:count	yıl	6
15203791-n	tur:pron	yıl			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1885.mp3	
03619890-n	tur:lemma	mutfak
03619890-n	tur:exe	0	Mutfaktan annemin beni çağırdığını duydum.
03619890-n	tur:count	mutfak	1
03619890-n	tur:pron	mutfak			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1713.mp3	
00273734-v	tur:lemma	öğret-
00273734-v	tur:exe	0	Babam bana matematik öğretti.
00273734-v	tur:pron	öğret-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1615.mp3	
00829107-v	tur:lemma	öğret-
00829107-v	tur:exe	0	Babam bana matematik öğretti.
00829107-v	tur:pron	öğret-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1615.mp3	
00963570-v	tur:lemma	konuş-
00963570-v	tur:exe	0	Yarın onunla konuşmayı düşünüyorum.
00963570-v	tur:exe	1	Kalabalık insanların önünde konuşmaya alışık değilim.
00963570-v	tur:exe	2	Türkiye hakkında biraz konuşalım.
00963570-v	tur:exe	3	O çocuklar Türkçe konuşur mu ?     
00963570-v	tur:exe	4	Biraz Türkçe'yi anlıyorum. Ama iyi konuşamıyorum.
00963570-v	tur:pron	konuş-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1953.mp3	
