# TUFS Basic Chinese, Mandarin Wordnet	cmn	http://www.coelang.tufs.ac.jp/mt/zh/	CC BY 4.0
15269513-n	cmn:pron	小时	xiǎoshí	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_442.mp3	
00744916-a	cmn:lemma	难	nán__orth:pīnyīn
00744916-a	cmn:exe	0	汉语难吗?
00744916-a	cmn:exe	1	汉语难不难?
00744916-a	cmn:count	难	3
00744916-a	cmn:pron	难	nán	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_139.mp3	
04401088-n	cmn:lemma	电话	diànhuà__orth:pīnyīn
04401088-n	cmn:exe	0	我打电话告诉他。
04401088-n	cmn:exe	1	一会儿给你打电话。
04401088-n	cmn:exe	2	她留下电话号码了吗？
04401088-n	cmn:count	电话	3
04401088-n	cmn:pron	电话	diànhuà	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_46.mp3	
06272803-n	cmn:lemma	电话	diànhuà__orth:pīnyīn
06272803-n	cmn:exe	0	我打电话告诉他。
06272803-n	cmn:exe	1	一会儿给你打电话。
06272803-n	cmn:exe	2	她留下电话号码了吗？
06272803-n	cmn:count	电话	3
06272803-n	cmn:pron	电话	diànhuà	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_46.mp3	
14974264-n	cmn:lemma	纸	zhǐ__orth:pīnyīn
14974264-n	cmn:exe	0	纸箱子
14974264-n	cmn:count	纸	1
14974264-n	cmn:pron	纸	zhǐ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_509.mp3	
80000677-n	cmn:lemma	纸	zhǐ__orth:pīnyīn
80000677-n	cmn:exe	0	纸箱子
80000677-n	cmn:count	纸	1
80000677-n	cmn:pron	纸	zhǐ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_509.mp3	
06255777-n	cmn:lemma	纸	zhǐ__orth:pīnyīn
06255777-n	cmn:exe	0	纸箱子
06255777-n	cmn:count	纸	1
06255777-n	cmn:pron	纸	zhǐ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_509.mp3	
04960277-n	cmn:lemma	黑色	hēisè__orth:pīnyīn
04960277-n	cmn:exe	0	他买了一个黑色的书包。
04960277-n	cmn:count	黑色	1
04960277-n	cmn:pron	黑色	hēisè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_504.mp3	
02529945-a	cmn:lemma	凉快	liángkuai__orth:pīnyīn
02529945-a	cmn:exe	0	开着窗户睡觉很凉快。
02529945-a	cmn:count	凉快	1
02529945-a	cmn:pron	凉快	liángkuai	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_460.mp3	
02207206-v	cmn:lemma	买东西	mǎidōngxi__orth:pīnyīn
02207206-v	cmn:exe	0	我去商店买东西。
02207206-v	cmn:count	买东西	1
02207206-v	cmn:pron	买东西	mǎidōngxi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_77.mp3	
02207206-v	cmn:lemma	买	mǎi__orth:pīnyīn
02207206-v	cmn:exe	0	我昨天买了一本词典。
02207206-v	cmn:exe	1	这本词典太贵了，买不起。
02207206-v	cmn:count	买	2
02207206-v	cmn:pron	买	mǎi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_222.mp3	
02208265-v	cmn:lemma	买东西	mǎidōngxi__orth:pīnyīn
02208265-v	cmn:exe	0	我去商店买东西。
02208265-v	cmn:count	买东西	1
02208265-v	cmn:pron	买东西	mǎidōngxi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_77.mp3	
02208265-v	cmn:lemma	买	mǎi__orth:pīnyīn
02208265-v	cmn:exe	0	我昨天买了一本词典。
02208265-v	cmn:exe	1	这本词典太贵了，买不起。
02208265-v	cmn:count	买	2
02208265-v	cmn:pron	买	mǎi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_222.mp3	
00422620-a	cmn:lemma	脏	zāng__orth:pīnyīn
00422620-a	cmn:exe	0	衣服脏了，要洗。
00422620-a	cmn:count	脏	1
00422620-a	cmn:pron	脏	zāng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_294.mp3	
01908889-a	cmn:lemma	脏	zāng__orth:pīnyīn
01908889-a	cmn:exe	0	衣服脏了，要洗。
01908889-a	cmn:count	脏	1
01908889-a	cmn:pron	脏	zāng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_294.mp3	
00419289-a	cmn:lemma	脏	zāng__orth:pīnyīn
00419289-a	cmn:exe	0	衣服脏了，要洗。
00419289-a	cmn:count	脏	1
00419289-a	cmn:pron	脏	zāng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_294.mp3	
01345109-v	cmn:lemma	关	guān__orth:pīnyīn
01345109-v	cmn:exe	0	把门关上。
01345109-v	cmn:count	关	1
01345109-v	cmn:pron	关	guān	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_163.mp3	
01960911-v	cmn:lemma	游泳	yóuyǒng__orth:pīnyīn
01960911-v	cmn:exe	0	他会游泳。
01960911-v	cmn:count	游泳	1
01960911-v	cmn:pron	游泳	yóuyǒng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_24.mp3	
00933154-a	cmn:lemma	高	gāo__orth:pīnyīn
00933154-a	cmn:exe	0	他的汉语水平比我高。
00933154-a	cmn:exe	1	这座楼没有那座楼高。
00933154-a	cmn:exe	2	小李比你高吧？
00933154-a	cmn:exe	3	个子高的学生
00933154-a	cmn:count	高	8
00933154-a	cmn:pron	高	gāo	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_63.mp3	
04199027-n	cmn:lemma	鞋	xié__orth:pīnyīn
04199027-n	cmn:exe	0	请在这儿脱了鞋再进去。
04199027-n	cmn:count	鞋	1
04199027-n	cmn:pron	鞋	xié	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_224.mp3	
04330340-n	cmn:lemma	炉子	lúzi__orth:pīnyīn
04330340-n	cmn:exe	0	生炉子。
04330340-n	cmn:exe	1	冬天早上要到教室去生炉子。
04330340-n	cmn:count	炉子	2
04330340-n	cmn:pron	炉子	lúzi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_368.mp3	
07823951-n	cmn:lemma	咖喱饭	gālífàn__orth:pīnyīn
07823951-n	cmn:exe	0	我做的咖哩饭怎么样？
07823951-n	cmn:pron	咖喱饭	gālífàn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_199.mp3	
05598147-n	cmn:lemma	鼻子	bízi__orth:pīnyīn
05598147-n	cmn:exe	0	大象的鼻子很长。
05598147-n	cmn:count	鼻子	1
05598147-n	cmn:pron	鼻子	bízi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_347.mp3	
05658826-n	cmn:lemma	鼻子	bízi__orth:pīnyīn
05658826-n	cmn:exe	0	大象的鼻子很长。
05658826-n	cmn:count	鼻子	1
05658826-n	cmn:pron	鼻子	bízi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_347.mp3	
06947032-n	cmn:lemma	英语	yīngyǔ__orth:pīnyīn
06947032-n	cmn:exe	0	她学习英语。
06947032-n	cmn:count	英语	1
06947032-n	cmn:pron	英语	yīngyǔ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_2.mp3	
07575726-n	cmn:lemma	晚饭	wǎnfàn__orth:pīnyīn
07575726-n	cmn:exe	0	明天你吃过晚饭来一趟。
07575726-n	cmn:count	晚饭	1
07575726-n	cmn:pron	晚饭	wǎnfàn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_357.mp3	
07575726-n	cmn:lemma	晚饭	wǎnfàn__orth:pīnyīn
07575726-n	cmn:exe	0	明天你吃过晚饭来一趟。
07575726-n	cmn:count	晚饭	1
07575726-n	cmn:pron	晚饭	wǎnfàn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_357.mp3	
03485794-n	cmn:lemma	手绢	shǒujuàn__orth:pīnyīn
03485794-n	cmn:exe	0	挺贵的手绢儿
03485794-n	cmn:count	手绢	1
03485794-n	cmn:pron	手绢	shǒujuàn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_333.mp3	
01198101-v	cmn:lemma	抽	chōu__orth:pīnyīn
01198101-v	cmn:exe	0	我不会抽烟。
01198101-v	cmn:count	抽	1
01198101-v	cmn:pron	抽	chōu	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_536.mp3	
02741003-v	cmn:lemma	挂	guà__orth:pīnyīn
02741003-v	cmn:exe	0	他把地图挂在墙上了。
02741003-v	cmn:count	挂	1
02741003-v	cmn:pron	挂	guà	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_329.mp3	
01206474-a	cmn:lemma	低	dī__orth:pīnyīn
01206474-a	cmn:exe	0	这桌子太低。
01206474-a	cmn:count	低	2
01206474-a	cmn:pron	低	dī	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_281.mp3	
13832355-n	cmn:lemma	东边	dōngbian__orth:pīnyīn
13832355-n	cmn:exe	0	学校东边儿有一家饭馆。
13832355-n	cmn:count	东边	1
13832355-n	cmn:pron	东边	dōngbian	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_299.mp3	
11525955-n	cmn:lemma	风	fēng__orth:pīnyīn
11525955-n	cmn:exe	0	桌子上的资料被风刮乱了。
11525955-n	cmn:count	风	1
11525955-n	cmn:pron	风	fēng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_467.mp3	
02324182-v	cmn:lemma	借给	jiègěi__orth:pīnyīn
02324182-v	cmn:exe	0	要先借给别人，
02324182-v	cmn:count	借给	1
02324182-v	cmn:pron	借给	jiègěi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_221.mp3	
01437963-a	cmn:lemma	长	cháng__orth:pīnyīn
01437963-a	cmn:exe	0	不过，要是学的时间长了，就会觉得越来越有意思。
01437963-a	cmn:exe	1	你知道长城有多长吗？
01437963-a	cmn:exe	2	这条路很长。
01437963-a	cmn:count	长	4
01437963-a	cmn:pron	长	cháng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_120.mp3	
01433493-a	cmn:lemma	长	cháng__orth:pīnyīn
01433493-a	cmn:exe	0	不过，要是学的时间长了，就会觉得越来越有意思。
01433493-a	cmn:exe	1	你知道长城有多长吗？
01433493-a	cmn:exe	2	这条路很长。
01433493-a	cmn:count	长	4
01433493-a	cmn:pron	长	cháng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_120.mp3	
01444022-a	cmn:lemma	长	cháng__orth:pīnyīn
01444022-a	cmn:exe	0	不过，要是学的时间长了，就会觉得越来越有意思。
01444022-a	cmn:exe	1	你知道长城有多长吗？
01444022-a	cmn:exe	2	这条路很长。
01444022-a	cmn:count	长	4
01444022-a	cmn:pron	长	cháng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_120.mp3	
80001077-n	cmn:lemma	几	jǐ__orth:pīnyīn
80001077-n	cmn:exe	0	这儿有几封信，你们拿去吧。
80001077-n	cmn:count	几	1
80001077-n	cmn:pron	几	jǐ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_64.mp3	
80001077-n	cmn:lemma	多少	duōshao__orth:pīnyīn
80001077-n	cmn:exe	0	这个多少钱?
80001077-n	cmn:exe	1	你的电话是多少？
80001077-n	cmn:count	多少	2
80001077-n	cmn:pron	多少	duōshao	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_65.mp3	
10665698-n	cmn:lemma	学生	xuésheng__orth:pīnyīn
10665698-n	cmn:exe	0	她是我的学生。
10665698-n	cmn:count	学生	1
10665698-n	cmn:pron	学生	xuésheng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_128.mp3	
10665698-n	cmn:lemma	学生	xuésheng__orth:pīnyīn
10665698-n	cmn:exe	0	我是学生。
10665698-n	cmn:count	学生	2
10665698-n	cmn:pron	学生	xuésheng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_128.mp3	
10251779-n	cmn:lemma	学生	xuésheng__orth:pīnyīn
10251779-n	cmn:exe	0	她是我的学生。
10251779-n	cmn:count	学生	1
10251779-n	cmn:pron	学生	xuésheng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_128.mp3	
08615374-n	cmn:lemma	公园	gōngyuán__orth:pīnyīn
08615374-n	cmn:exe	0	我们是在公园照的相。
08615374-n	cmn:count	公园	1
08615374-n	cmn:pron	公园	gōngyuán	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_242.mp3	
77000064-n	cmn:lemma	哪个	něige__orth:pīnyīn
77000064-n	cmn:exe	0	哪个是你的?
77000064-n	cmn:exe	1	哪个
77000064-n	cmn:exe	2	你要哪个?
77000064-n	cmn:count	哪个	3
77000064-n	cmn:pron	哪个	něige	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_259.mp3	
03290771-n	cmn:lemma	正门	zhèngmén__orth:pīnyīn
03290771-n	cmn:exe	0	这儿是家的正门。
03290771-n	cmn:count	正门	1
03290771-n	cmn:pron	正门	zhèngmén	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_537.mp3	
03290771-n	cmn:lemma	入口	rùkǒu__orth:pīnyīn
03290771-n	cmn:exe	0	车站入口在哪儿?
03290771-n	cmn:count	入口	1
03290771-n	cmn:pron	入口	rùkǒu	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_202.mp3	
06409752-n	cmn:lemma	作文	zuòwén__orth:pīnyīn
06409752-n	cmn:exe	0	快把作文写完。
06409752-n	cmn:count	作文	2
06409752-n	cmn:pron	作文	zuòwén	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_137.mp3	
10286084-n	cmn:lemma	兄弟	xiōngdì__orth:pīnyīn
10286084-n	cmn:exe	0	你有兄弟姐妹吗?
10286084-n	cmn:count	兄弟	2
10286084-n	cmn:pron	兄弟	xiōngdì	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_311.mp3	
09876454-n	cmn:lemma	兄弟	xiōngdì__orth:pīnyīn
09876454-n	cmn:exe	0	你有兄弟姐妹吗?
09876454-n	cmn:count	兄弟	2
09876454-n	cmn:pron	兄弟	xiōngdì	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_311.mp3	
80001731-n	cmn:lemma	留学生	liúxuéshēng__orth:pīnyīn
80001731-n	cmn:exe	0	他也是留学生。
80001731-n	cmn:exe	1	她是不是留学生? 
80001731-n	cmn:count	留学生	4
80001731-n	cmn:pron	留学生	liúxuéshēng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_131.mp3	
77000031-n	cmn:lemma	他	tā__orth:pīnyīn
77000031-n	cmn:exe	0	他来。
77000031-n	cmn:exe	1	他 / 她
77000031-n	cmn:count	他	2
77000031-n	cmn:pron	他	tā	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_247.mp3	
77000031-n	cmn:lemma	他们	tāmen__orth:pīnyīn
77000031-n	cmn:exe	0	他们看电影。
77000031-n	cmn:exe	1	他们 / 她们
77000031-n	cmn:count	他们	2
77000031-n	cmn:pron	他们	tāmen	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_248.mp3	
00934199-a	cmn:lemma	便宜	piányi__orth:pīnyīn
00934199-a	cmn:exe	0	又便宜又结实。
00934199-a	cmn:count	便宜	1
00934199-a	cmn:pron	便宜	piányi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_61.mp3	
00935103-a	cmn:lemma	便宜	piányi__orth:pīnyīn
00935103-a	cmn:exe	0	又便宜又结实。
00935103-a	cmn:count	便宜	1
00935103-a	cmn:pron	便宜	piányi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_61.mp3	
02747802-n	cmn:lemma	烟灰缸	yānhuīgāng__orth:pīnyīn
02747802-n	cmn:exe	0	给我烟灰缸。
02747802-n	cmn:count	烟灰缸	1
02747802-n	cmn:pron	烟灰缸	yānhuīgāng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_444.mp3	
15213115-n	cmn:lemma	十月	shíyuè__orth:pīnyīn
15213115-n	cmn:exe	0	今天十月二十号。
15213115-n	cmn:count	十月	2
15213115-n	cmn:pron	十月	shíyuè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_395.mp3	
15203791-n	cmn:lemma	年	nián__orth:pīnyīn
15203791-n	cmn:exe	0	明年二○○五年。
15203791-n	cmn:count	年	4
15203791-n	cmn:pron	年	nián	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_410.mp3	
03619890-n	cmn:lemma	厨房	chúfáng__orth:pīnyīn
03619890-n	cmn:exe	0	在厨房做菜。
03619890-n	cmn:count	厨房	1
03619890-n	cmn:pron	厨房	chúfáng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_238.mp3	
00273734-v	cmn:lemma	教	jiāo__orth:pīnyīn
00273734-v	cmn:exe	0	李老师教我们汉语。
00273734-v	cmn:count	教	2
00273734-v	cmn:pron	教	jiāo	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_140.mp3	
00829107-v	cmn:lemma	教	jiāo__orth:pīnyīn
00829107-v	cmn:exe	0	李老师教我们汉语。
00829107-v	cmn:count	教	2
00829107-v	cmn:pron	教	jiāo	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_140.mp3	
00963570-v	cmn:lemma	说话	shuōhuà__orth:pīnyīn
00963570-v	cmn:exe	0	他一边儿说话，一边儿收拾工具。
00963570-v	cmn:count	说话	1
00963570-v	cmn:pron	说话	shuōhuà	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_478.mp3	
00815686-v	cmn:lemma	回答	huídá__orth:pīnyīn
00815686-v	cmn:exe	0	回答正确！
00815686-v	cmn:count	回答	1
00815686-v	cmn:pron	回答	huídá	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_147.mp3	
00635523-v	cmn:lemma	回答	huídá__orth:pīnyīn
00635523-v	cmn:exe	0	回答正确！
00635523-v	cmn:count	回答	1
00635523-v	cmn:pron	回答	huídá	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_147.mp3	
03417345-n	cmn:lemma	院子	yuànzi__orth:pīnyīn
03417345-n	cmn:exe	0	我家没有院子。
03417345-n	cmn:count	院子	1
03417345-n	cmn:pron	院子	yuànzi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_82.mp3	
03417749-n	cmn:lemma	院子	yuànzi__orth:pīnyīn
03417749-n	cmn:exe	0	我家没有院子。
03417749-n	cmn:count	院子	1
03417749-n	cmn:pron	院子	yuànzi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_82.mp3	
06418901-n	cmn:lemma	词典	cídiǎn__orth:pīnyīn
06418901-n	cmn:exe	0	这是词典。
06418901-n	cmn:count	词典	1
06418901-n	cmn:pron	词典	cídiǎn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_51.mp3	
15164570-n	cmn:lemma	星期六	xīngqīliù__orth:pīnyīn
15164570-n	cmn:exe	0	星期六
15164570-n	cmn:exe	1	上星期六我们看了一个外国电影。
15164570-n	cmn:count	星期六	2
15164570-n	cmn:pron	星期六	xīngqīliù	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_406.mp3	
00284798-n	cmn:lemma	散步	sànbù__orth:pīnyīn
00284798-n	cmn:exe	0	咱们去散散步吧。
00284798-n	cmn:count	散步	1
00284798-n	cmn:pron	散步	sànbù	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_35.mp3	
00284101-n	cmn:lemma	散步	sànbù__orth:pīnyīn
00284101-n	cmn:exe	0	咱们去散散步吧。
00284101-n	cmn:count	散步	1
00284101-n	cmn:pron	散步	sànbù	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_35.mp3	
01712704-v	cmn:lemma	干	gàn__orth:pīnyīn
01712704-v	cmn:exe	0	能干多少干多少，不要勉强。
01712704-v	cmn:exe	1	你在干什么？
01712704-v	cmn:exe	2	工人们一到工地就干了起来。
01712704-v	cmn:count	干	4
01712704-v	cmn:pron	干	gàn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_44.mp3	
08277393-n	cmn:lemma	学校	xuéxiào__orth:pīnyīn
08277393-n	cmn:exe	0	我们学校
08277393-n	cmn:exe	1	学校旁边有一个邮局。
08277393-n	cmn:count	学校	4
08277393-n	cmn:pron	学校	xuéxiào	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_127.mp3	
08276720-n	cmn:lemma	学校	xuéxiào__orth:pīnyīn
08276720-n	cmn:exe	0	我们学校
08276720-n	cmn:exe	1	学校旁边有一个邮局。
08276720-n	cmn:count	学校	4
08276720-n	cmn:pron	学校	xuéxiào	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_127.mp3	
00161630-r	cmn:lemma	慢慢儿	mànmānr__orth:pīnyīn
00161630-r	cmn:exe	0	慢慢儿地看
00161630-r	cmn:count	慢慢儿	1
00161630-r	cmn:pron	慢慢儿	mànmānr	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_21.mp3	
03057021-n	cmn:lemma	外衣	wàiyī__orth:pīnyīn
03057021-n	cmn:exe	0	你怎么不脱外衣。
03057021-n	cmn:count	外衣	1
03057021-n	cmn:pron	外衣	wàiyī	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_529.mp3	
03057021-n	cmn:lemma	大衣	dàyī__orth:pīnyīn
03057021-n	cmn:exe	0	我的大衣
03057021-n	cmn:count	大衣	1
03057021-n	cmn:pron	大衣	dàyī	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_229.mp3	
03589791-n	cmn:lemma	外衣	wàiyī__orth:pīnyīn
03589791-n	cmn:exe	0	你怎么不脱外衣。
03589791-n	cmn:count	外衣	1
03589791-n	cmn:pron	外衣	wàiyī	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_529.mp3	
06929279-n	cmn:lemma	日语	Rìyǔ__orth:pīnyīn
06929279-n	cmn:exe	0	我本来希望能有机会继续学日语。
06929279-n	cmn:exe	1	你日语说得真好。
06929279-n	cmn:count	日语	2
06929279-n	cmn:pron	日语	Rìyǔ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_8.mp3	
03303965-n	cmn:lemma	出口	chūkǒu__orth:pīnyīn
03303965-n	cmn:exe	0	出口在哪儿?
03303965-n	cmn:count	出口	2
03303965-n	cmn:pron	出口	chūkǒu	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_208.mp3	
10142391-n	cmn:lemma	爷爷	yéye__orth:pīnyīn
10142391-n	cmn:exe	0	我爷爷会说英语。
10142391-n	cmn:count	爷爷	1
10142391-n	cmn:pron	爷爷	yéye	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_313.mp3	
07934530-n	cmn:lemma	红茶	hóngchá__orth:pīnyīn
07934530-n	cmn:exe	0	我爱喝红茶。
07934530-n	cmn:count	红茶	1
07934530-n	cmn:pron	红茶	hóngchá	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_179.mp3	
07933274-n	cmn:lemma	红茶	hóngchá__orth:pīnyīn
07933274-n	cmn:exe	0	我爱喝红茶。
07933274-n	cmn:count	红茶	1
07933274-n	cmn:pron	红茶	hóngchá	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_179.mp3	
07933274-n	cmn:lemma	茶	chá__orth:pīnyīn
07933274-n	cmn:exe	0	请喝茶。
07933274-n	cmn:count	茶	2
07933274-n	cmn:pron	茶	chá	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_178.mp3	
07989373-n	cmn:lemma	夫妻	fūqī__orth:pīnyīn
07989373-n	cmn:exe	0	夫妻关系很好。
07989373-n	cmn:count	夫妻	1
07989373-n	cmn:pron	夫妻	fūqī	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_486.mp3	
10146559-n	cmn:lemma	菜铺	càipù__orth:pīnyīn
10146559-n	cmn:exe	0	他去菜铺买蔬菜了。
10146559-n	cmn:count	菜铺	1
10146559-n	cmn:pron	菜铺	càipù	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_74.mp3	
03457686-n	cmn:lemma	菜铺	càipù__orth:pīnyīn
03457686-n	cmn:exe	0	他去菜铺买蔬菜了。
03457686-n	cmn:count	菜铺	1
03457686-n	cmn:pron	菜铺	càipù	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_74.mp3	
03147509-n	cmn:lemma	杯子	bēizi__orth:pīnyīn
03147509-n	cmn:exe	0	你把杯子拿过来。
03147509-n	cmn:count	杯子	1
03147509-n	cmn:pron	杯子	bēizi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_177.mp3	
03972524-n	cmn:lemma	口袋	kǒudài__orth:pīnyīn
03972524-n	cmn:exe	0	他从口袋里掏出钱来。
03972524-n	cmn:count	口袋	1
03972524-n	cmn:pron	口袋	kǒudài	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_336.mp3	
04968895-n	cmn:lemma	蓝色	lánsè__orth:pīnyīn
04968895-n	cmn:exe	0	她系着蓝色的领带。
04968895-n	cmn:count	蓝色	1
04968895-n	cmn:pron	蓝色	lánsè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_498.mp3	
01555416-a	cmn:lemma	少	shǎo__orth:pīnyīn
01555416-a	cmn:exe	0	电影院很少。
01555416-a	cmn:exe	1	不少书
01555416-a	cmn:count	少	4
01555416-a	cmn:pron	少	shǎo	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_293.mp3	
01552885-a	cmn:lemma	少	shǎo__orth:pīnyīn
01552885-a	cmn:exe	0	电影院很少。
01552885-a	cmn:exe	1	不少书
01552885-a	cmn:count	少	4
