# TUFS Basic Arabic Wordnet	arb	http://www.coelang.tufs.ac.jp/mt/ar/	CC BY 4.0
15210045-n	arb:lemma	يناير
01009240-v	arb:exe	4	يقول بعض العرب "العلم في الرأس وليس في الكراس".
01009240-v	arb:exe	5	قَالَ إِنَّ فِي تِلْكَ الْمَدِينَةِ مَتْحَفًا مَشْهُورَةً.
01009240-v	arb:exe	6	قَالَ ٱلرَّئِيسُ لِلشَّعْبِ إِنَّ هٰذَا ٱلْحَادِثَ مُؤَامَرَةٌ.
01009240-v	arb:exe	7	يقال إنّ المنتخب اليابانيّ أقوى من المنتخب المصريّ.
01009240-v	arb:exe	8	عندنا عصير برتقال أو شاي فقط.
01009240-v	arb:exe	9	عندنا عصير برتقال أو شاي فقط.
01009240-v	arb:exe	10	يقال إنّ المنتخب اليابانيّ أقوى من المنتخب المصريّ.
01009240-v	arb:exe	11	ولكن يقال إنّ المنتخب اليابانيّ أقوى من المنتخب المصريّ.
01009240-v	arb:exe	12	يقال إنّ الإنترنيت جعل العالم قرية صغيرة.
01009240-v	arb:exe	13	ولكن يقال إنّ المنتخب اليابانيّ أقوى من المنتخب المصريّ.
01009240-v	arb:exe	14	يقال إنّ الإنترنيت جعل العالم قرية صغيرة.
01009240-v	arb:exe	15	عندنا عصير برتقال أو شاي فقط.
01009240-v	arb:exe	16	ولكن يقال إنّ المنتخب اليابانيّ أقوى من المنتخب المصريّ.
01009240-v	arb:exe	17	كيف يُقال "شكراً" بالكرديّة؟
01009240-v	arb:exe	18	عندنا عصير برتقال أو شاي فقط.
01009240-v	arb:exe	19	يقال إنّ الإنترنيت جعل العالم قرية صغيرة.
01009240-v	arb:exe	20	عندنا عصير برتقال أو شاي فقط.
01009240-v	arb:exe	21	مثلاً نقول "المعذرة" عندما نطلب شيئاً ما في المطعم.
01009240-v	arb:exe	22	مثلاً نقول "المعذرة" عندما نطلب شيئاً ما في المطعم.
01009240-v	arb:exe	23	ماذا تقولون قبل أن تناموا؟ ... نقول "تصبح على خير".
01009240-v	arb:exe	24	ماذا تقولون قبل أن تناموا؟ ... نقول "تصبح على خير".
01009240-v	arb:exe	25	مثلاً نقول "المعذرة" عندما نطلب شيئاً ما في المطعم.
01009240-v	arb:count	قَالَ	2
01009240-v	arb:pron	قَالَ			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_426.mp3	
00941990-v	arb:lemma	قَالَ
00941990-v	arb:exe	0	يقول أبي دائما إن الصبر مفتاح الفرج.
00941990-v	arb:exe	1	يقول لي جدي دائما إن الحياة قصيرة.
00941990-v	arb:exe	2	أقول لك بصراحة "يجب أن تذهب إلى طبيب الأسنان مرتين في العام".
00941990-v	arb:exe	3	يقول المثل الياباني إن التشاجر بين الزوجين لا يأكله حتى الكلب.
00941990-v	arb:exe	4	يقول بعض العرب "العلم في الرأس وليس في الكراس".
00941990-v	arb:exe	5	قَالَ إِنَّ فِي تِلْكَ الْمَدِينَةِ مَتْحَفًا مَشْهُورَةً.
00941990-v	arb:exe	6	قَالَ ٱلرَّئِيسُ لِلشَّعْبِ إِنَّ هٰذَا ٱلْحَادِثَ مُؤَامَرَةٌ.
00941990-v	arb:exe	7	يقال إنّ المنتخب اليابانيّ أقوى من المنتخب المصريّ.
00941990-v	arb:exe	8	عندنا عصير برتقال أو شاي فقط.
00941990-v	arb:exe	9	عندنا عصير برتقال أو شاي فقط.
00941990-v	arb:exe	10	يقال إنّ المنتخب اليابانيّ أقوى من المنتخب المصريّ.
00941990-v	arb:exe	11	ولكن يقال إنّ المنتخب اليابانيّ أقوى من المنتخب المصريّ.
00941990-v	arb:exe	12	يقال إنّ الإنترنيت جعل العالم قرية صغيرة.
00941990-v	arb:exe	13	ولكن يقال إنّ المنتخب اليابانيّ أقوى من المنتخب المصريّ.
00941990-v	arb:exe	14	يقال إنّ الإنترنيت جعل العالم قرية صغيرة.
00941990-v	arb:exe	15	عندنا عصير برتقال أو شاي فقط.
00941990-v	arb:exe	16	ولكن يقال إنّ المنتخب اليابانيّ أقوى من المنتخب المصريّ.
00941990-v	arb:exe	17	كيف يُقال "شكراً" بالكرديّة؟
00941990-v	arb:exe	18	عندنا عصير برتقال أو شاي فقط.
00941990-v	arb:exe	19	يقال إنّ الإنترنيت جعل العالم قرية صغيرة.
00941990-v	arb:exe	20	عندنا عصير برتقال أو شاي فقط.
00941990-v	arb:exe	21	مثلاً نقول "المعذرة" عندما نطلب شيئاً ما في المطعم.
00941990-v	arb:exe	22	مثلاً نقول "المعذرة" عندما نطلب شيئاً ما في المطعم.
00941990-v	arb:exe	23	ماذا تقولون قبل أن تناموا؟ ... نقول "تصبح على خير".
00941990-v	arb:exe	24	ماذا تقولون قبل أن تناموا؟ ... نقول "تصبح على خير".
00941990-v	arb:exe	25	مثلاً نقول "المعذرة" عندما نطلب شيئاً ما في المطعم.
00941990-v	arb:count	قَالَ	2
00941990-v	arb:pron	قَالَ			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_426.mp3	
00979870-v	arb:lemma	قَالَ
00979870-v	arb:exe	0	يقول أبي دائما إن الصبر مفتاح الفرج.
00979870-v	arb:exe	1	يقول لي جدي دائما إن الحياة قصيرة.
00979870-v	arb:exe	2	أقول لك بصراحة "يجب أن تذهب إلى طبيب الأسنان مرتين في العام".
00979870-v	arb:exe	3	يقول المثل الياباني إن التشاجر بين الزوجين لا يأكله حتى الكلب.
00979870-v	arb:exe	4	يقول بعض العرب "العلم في الرأس وليس في الكراس".
00979870-v	arb:exe	5	قَالَ إِنَّ فِي تِلْكَ الْمَدِينَةِ مَتْحَفًا مَشْهُورَةً.
00979870-v	arb:exe	6	قَالَ ٱلرَّئِيسُ لِلشَّعْبِ إِنَّ هٰذَا ٱلْحَادِثَ مُؤَامَرَةٌ.
00979870-v	arb:exe	7	يقال إنّ المنتخب اليابانيّ أقوى من المنتخب المصريّ.
00979870-v	arb:exe	8	عندنا عصير برتقال أو شاي فقط.
00979870-v	arb:exe	9	عندنا عصير برتقال أو شاي فقط.
00979870-v	arb:exe	10	يقال إنّ المنتخب اليابانيّ أقوى من المنتخب المصريّ.
00979870-v	arb:exe	11	ولكن يقال إنّ المنتخب اليابانيّ أقوى من المنتخب المصريّ.
00979870-v	arb:exe	12	يقال إنّ الإنترنيت جعل العالم قرية صغيرة.
00979870-v	arb:exe	13	ولكن يقال إنّ المنتخب اليابانيّ أقوى من المنتخب المصريّ.
00979870-v	arb:exe	14	يقال إنّ الإنترنيت جعل العالم قرية صغيرة.
00979870-v	arb:exe	15	عندنا عصير برتقال أو شاي فقط.
00979870-v	arb:exe	16	ولكن يقال إنّ المنتخب اليابانيّ أقوى من المنتخب المصريّ.
00979870-v	arb:exe	17	كيف يُقال "شكراً" بالكرديّة؟
00979870-v	arb:exe	18	عندنا عصير برتقال أو شاي فقط.
00979870-v	arb:exe	19	يقال إنّ الإنترنيت جعل العالم قرية صغيرة.
00979870-v	arb:exe	20	عندنا عصير برتقال أو شاي فقط.
00979870-v	arb:exe	21	مثلاً نقول "المعذرة" عندما نطلب شيئاً ما في المطعم.
00979870-v	arb:exe	22	مثلاً نقول "المعذرة" عندما نطلب شيئاً ما في المطعم.
00979870-v	arb:exe	23	ماذا تقولون قبل أن تناموا؟ ... نقول "تصبح على خير".
00979870-v	arb:exe	24	ماذا تقولون قبل أن تناموا؟ ... نقول "تصبح على خير".
00979870-v	arb:exe	25	مثلاً نقول "المعذرة" عندما نطلب شيئاً ما في المطعم.
00979870-v	arb:count	قَالَ	2
00979870-v	arb:pron	قَالَ			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_426.mp3	
04507155-n	arb:lemma	شمسية	شمسيات__morph:pl
04507155-n	arb:exe	0	خذ شمسية لأن الجو سيكون ممطرا بعد الظهر إن شاء الله.
04507155-n	arb:count	شمسية	1
04507155-n	arb:pron	شمسية			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_307.mp3	
02229324-a	arb:lemma	ضعيف	ضعفاء__morph:pl
02229324-a	arb:exe	0	أنا ضعيفة في الإنكليزية.
02229324-a	arb:count	ضعيف	1
02229324-a	arb:pron	ضعيف			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_22.mp3	
01870636-a	arb:lemma	ضعيف	ضعفاء__morph:pl
01870636-a	arb:exe	0	أنا ضعيفة في الإنكليزية.
01870636-a	arb:count	ضعيف	1
01870636-a	arb:pron	ضعيف			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_22.mp3	
01128103-a	arb:lemma	ضعيف	ضعفاء__morph:pl
01128103-a	arb:exe	0	أنا ضعيفة في الإنكليزية.
01128103-a	arb:count	ضعيف	1
01128103-a	arb:pron	ضعيف			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_22.mp3	
02229000-a	arb:lemma	ضعيف	ضعفاء__morph:pl
02229000-a	arb:exe	0	أنا ضعيفة في الإنكليزية.
02229000-a	arb:count	ضعيف	1
02229000-a	arb:pron	ضعيف			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_22.mp3	
15270431-n	arb:lemma	وَقْتٌ
15270431-n	arb:exe	0	حان وقت الغداء.
15270431-n	arb:exe	1	يقضي والدي معظم وقته في البيت بعد تقاعده عن العمل.
15270431-n	arb:exe	2	قضينا وقتا طيبا على شاطئ البحر.
15270431-n	arb:exe	3	لَيْسَ عِنْدِي وَقْتٌ.
15270431-n	arb:exe	4	لا أجد وقتاً كافياً لا للأكل ولا للنوم.
15270431-n	arb:exe	5	أنا أعرف أنّ وقتك ضيّق.
15270431-n	arb:exe	6	أنا أعرف أنّ وقتك ضيّق.
15270431-n	arb:exe	7	هل عندك وقت غداً، يا سعاد؟ ... نعم، ولكن لماذا؟
15270431-n	arb:exe	8	عليك الذهاب بأسرع وقت ممكن.
15270431-n	arb:exe	9	أنا أعرف أنّ وقتك ضيّق.
15270431-n	arb:exe	10	ما رأيك أن نذهب إلى البحر إذا كان عندك وقت يوم السبت؟
15270431-n	arb:exe	11	هل عندك وقت غداً، يا سعاد؟
15270431-n	arb:exe	12	أحمل القاموس معي لأستطيع الرجوع إليه في أيّ وقت.
15270431-n	arb:exe	13	عندما يكون عندي وقت فراغ أشاهد الأفلام.
15270431-n	arb:exe	14	أنا أعرف أنّ وقتك ضيّق.
15270431-n	arb:exe	15	ما رأيك أن نذهب إلى البحر إذا كان عندك وقت يوم السبت؟
15270431-n	arb:exe	16	أحمل القاموس معي لأستطيع الرجوع إليه في أيّ وقت.
15270431-n	arb:exe	17	وقضينا وقتاً ممتعاً جدّاً.
15270431-n	arb:exe	18	عندما يكون عندي وقت فراغ أشاهد الأفلام.
15270431-n	arb:exe	19	أنا أعرف أنّ وقتك ضيّق. ولكن أريد مساعدتك.
15270431-n	arb:exe	20	ما رأيك أن نذهب إلى البحر إذا كان عندك وقت يوم السبت؟
15270431-n	arb:exe	21	ما زال الوقت مبكّراً. ... نعم، ولكنّني في عجلة.
15270431-n	arb:exe	22	عندما يكون عندي وقت فراغ أشاهد الأفلام.
15270431-n	arb:exe	23	فأنا مشغول لدرجة أنّني لا أجد وقتاً كافياً لا للأكل ولا للنوم.
15270431-n	arb:exe	24	ما زال الوقت مبكّراً.
15270431-n	arb:exe	25	لنؤجّلها إلى وقت آخر!‎
15270431-n	arb:exe	26	لنؤجّلها إلى وقت آخر.
15270431-n	arb:exe	27	هل عندك وقت غداً، يا سعاد؟
15270431-n	arb:exe	28	وقضينا وقتاً ممتعاً جدّاً.
15270431-n	arb:exe	29	أحمل القاموس معي لأستطيع الرجوع إليه في أيّ وقت.
15270431-n	arb:exe	30	ما زال الوقت مبكّراً.
15270431-n	arb:exe	31	أنا أعرف أنّ وقتك ضيّق.
15270431-n	arb:count	وَقْتٌ	1
15270431-n	arb:pron	وَقْتٌ			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_402.mp3	
15227846-n	arb:lemma	وَقْتٌ
15227846-n	arb:exe	0	حان وقت الغداء.
15227846-n	arb:exe	1	يقضي والدي معظم وقته في البيت بعد تقاعده عن العمل.
15227846-n	arb:exe	2	قضينا وقتا طيبا على شاطئ البحر.
15227846-n	arb:exe	3	لَيْسَ عِنْدِي وَقْتٌ.
15227846-n	arb:exe	4	لا أجد وقتاً كافياً لا للأكل ولا للنوم.
15227846-n	arb:exe	5	أنا أعرف أنّ وقتك ضيّق.
15227846-n	arb:exe	6	أنا أعرف أنّ وقتك ضيّق.
15227846-n	arb:exe	7	هل عندك وقت غداً، يا سعاد؟ ... نعم، ولكن لماذا؟
15227846-n	arb:exe	8	عليك الذهاب بأسرع وقت ممكن.
15227846-n	arb:exe	9	أنا أعرف أنّ وقتك ضيّق.
15227846-n	arb:exe	10	ما رأيك أن نذهب إلى البحر إذا كان عندك وقت يوم السبت؟
15227846-n	arb:exe	11	هل عندك وقت غداً، يا سعاد؟
15227846-n	arb:exe	12	أحمل القاموس معي لأستطيع الرجوع إليه في أيّ وقت.
15227846-n	arb:exe	13	عندما يكون عندي وقت فراغ أشاهد الأفلام.
15227846-n	arb:exe	14	أنا أعرف أنّ وقتك ضيّق.
15227846-n	arb:exe	15	ما رأيك أن نذهب إلى البحر إذا كان عندك وقت يوم السبت؟
15227846-n	arb:exe	16	أحمل القاموس معي لأستطيع الرجوع إليه في أيّ وقت.
15227846-n	arb:exe	17	وقضينا وقتاً ممتعاً جدّاً.
15227846-n	arb:exe	18	عندما يكون عندي وقت فراغ أشاهد الأفلام.
15227846-n	arb:exe	19	أنا أعرف أنّ وقتك ضيّق. ولكن أريد مساعدتك.
15227846-n	arb:exe	20	ما رأيك أن نذهب إلى البحر إذا كان عندك وقت يوم السبت؟
15227846-n	arb:exe	21	ما زال الوقت مبكّراً. ... نعم، ولكنّني في عجلة.
15227846-n	arb:exe	22	عندما يكون عندي وقت فراغ أشاهد الأفلام.
15227846-n	arb:exe	23	فأنا مشغول لدرجة أنّني لا أجد وقتاً كافياً لا للأكل ولا للنوم.
15227846-n	arb:exe	24	ما زال الوقت مبكّراً.
15227846-n	arb:exe	25	لنؤجّلها إلى وقت آخر!‎
15227846-n	arb:exe	26	لنؤجّلها إلى وقت آخر.
15227846-n	arb:exe	27	هل عندك وقت غداً، يا سعاد؟
15227846-n	arb:exe	28	وقضينا وقتاً ممتعاً جدّاً.
15227846-n	arb:exe	29	أحمل القاموس معي لأستطيع الرجوع إليه في أيّ وقت.
15227846-n	arb:exe	30	ما زال الوقت مبكّراً.
15227846-n	arb:exe	31	أنا أعرف أنّ وقتك ضيّق.
15227846-n	arb:count	وَقْتٌ	1
15227846-n	arb:pron	وَقْتٌ			https://www.coelang.tufs.ac.jp/mt/ar/vmod/sound/word/word_402.mp3	
15269513-n	arb:lemma	وَقْتٌ
15269513-n	arb:exe	0	حان وقت الغداء.
15269513-n	arb:exe	1	يقضي والدي معظم وقته في البيت بعد تقاعده عن العمل.
15269513-n	arb:exe	2	قضينا وقتا طيبا على شاطئ البحر.
15269513-n	arb:exe	3	لَيْسَ عِنْدِي وَقْتٌ.
15269513-n	arb:exe	4	لا أجد وقتاً كافياً لا للأكل ولا للنوم.
15269513-n	arb:exe	5	أنا أعرف أنّ وقتك ضيّق.
15269513-n	arb:exe	6	أنا أعرف أنّ وقتك ضيّق.
15269513-n	arb:exe	7	هل عندك وقت غداً، يا سعاد؟ ... نعم، ولكن لماذا؟
